parent_nuclide,parent_original,production_rate,nuclide,original_nuclide,atom_number_EOL,activity_EOL_Bq,is_stable,decay_constant,half_life,half_life_seconds
As76,As76,5.09e-06,Se76,Se-76,1.1593703397864794e+16,0.0,True,0.0,稳定,inf
As77,As77,2.5e-05,As77,As77,1.5517264137176104e+16,76943284736.08298,False,4.958559966234192e-06,1.62 天,139788.0
As77,As77,2.5e-05,Se77,Se-77,5.1890935862823896e+16,0.0,True,0.0,稳定,inf
As78,As78,4.81e-05,As78,As78,1178520474526193.8,150108075000.0,False,0.00012736993395074335,1.51 小时,5442.0
As78,As78,4.81e-05,Se78,Se-78,1.2851485632547381e+17,0.0,True,0.0,稳定,inf
As79,As79,0.000137,As79,As79,333449543087351.94,427542750000.0,False,0.001282181244099048,9.01 分钟,540.6
As79,As79,0.000137,Se79m,Se-79m,140995109033083.66,415520247870.00006,False,0.002947054339115414,3.92 分钟,235.2
As79,As79,0.000137,Se79,Se-79,3.5834362967672966e+17,26681.38938333183,False,7.445755184039897e-14,295195.75 年,9309293193600.0
As79,As79,0.000137,Br79,Br-79,0.0,0.0,True,0.0,稳定,inf
Se70,Se70,3.09e-07,Se70,Se70,3430718384483.632,964311750.0,False,0.00028108158173558204,41.10 分钟,2466.0
Se70,Se70,3.09e-07,As70,As-70,4390651752404.843,964311749.9999999,False,0.0002196283842078407,52.60 分钟,3156.0
Se70,Se70,3.09e-07,Ge70,Ge-70,825343981863111.5,0.0,True,0.0,稳定,inf
Se71,Se71,1.3e-07,Se71,Se71,166458686172.2387,405697500.0,False,0.002437226373276882,4.74 分钟,284.40000000000003
Se71,Se71,1.3e-07,As71,As-71,126778622565420.44,373928737.68763036,False,2.949462063248678e-06,2.72 天,235008.0
Se71,Se71,1.3e-07,Ge71,Ge-71,178412203325130.3,125224712.938966,False,7.018842355237448e-07,11.43 天,987552.0
Se71,Se71,1.3e-07,Ga71,Ga-71,0.0,0.0,True,0.0,稳定,inf
Se72,Se72,4.06e-09,Se72,Se72,7453609162019.002,7118673.081527293,False,9.5506390619481e-07,8.40 天,725760.0
Se72,Se72,4.06e-09,As72,As-72,850702592851.3872,6299808.800533912,False,7.4054185957259116e-06,1.08 天,93600.0
Se72,Se72,4.06e-09,Ge72,Ge-72,2642779925129.607,0.0,True,0.0,稳定,inf
Se73,Se73,4.06e-09,Se73,Se73,470509172396.6939,12670244.999003947,False,2.6928794893548767e-05,7.15 小时,25740.0
Se73,Se73,4.06e-09,As73,As-73,10054717390481.24,1004537.2403456832,False,9.990705868040354e-08,80.30 天,6937920.0
Se73,Se73,4.06e-09,Ge73,Ge-73,421865117122.0881,0.0,True,0.0,稳定,inf
Se75,Se75,1.22e-08,Se75,Se75,31961495369308.066,2140711.4199317493,False,6.697782425998217e-08,119.78 天,10348905.6
Se75,Se75,1.22e-08,As75,As-75,933706230691.9336,0.0,True,0.0,稳定,inf
Se76,Se76,2.31e-07,Se76,Se76,622851768000000.0,0.0,True,0.0,稳定,inf
Se77,Se77,9.01e-07,Se77,Se77,2429391528000000.0,0.0,True,0.0,稳定,inf
Se78,Se78,6.93e-06,Se78,Se78,1.868555304e+16,0.0,True,0.0,稳定,inf
Se79,Se79,1.62e-05,Se79,Se79,4.368051218988408e+16,3252.344000793473,False,7.445755184039897e-14,295195.75 年,9309293193600.0
Se79,Se79,1.62e-05,Br79,Br-79,1410115920.0,0.0,True,0.0,稳定,inf
Se80,Se80,7.42e-05,Se80,Se80,2.000675376e+17,0.0,True,0.0,稳定,inf
Se81,Se81,0.000119,Se81,Se81,593100240872214.6,371369250000.0,False,0.0006261492145979632,18.45 分钟,1107.0
Se81,Se81,0.000119,Br81,Br-81,3.202699317591278e+17,0.0,True,0.0,稳定,inf
Se83,Se83,0.0003,Se83,Se83,1807219426310089.0,936224999999.9999,False,0.0005180472201494359,22.30 分钟,1338.0
Se83,Se83,0.0003,Br83,Br-83,1.166993710263017e+16,936224999999.9999,False,8.022536812036404e-05,2.40 小时,8640.0
Se83,Se83,0.0003,Kr83m,Kr-83m,8884534633842333.0,934773851249.9999,False,0.00010521359753490366,1.83 小时,6588.0
Se83,Se83,0.0003,Kr83,Kr-83,0.0,0.0,True,0.0,稳定,inf
Se84,Se84,0.000517,Se84,Se84,432949263758920.7,1613427750000.0,False,0.0037265977449459425,3.10 分钟,186.0
Se84,Se84,0.000517,Br84,Br-84,4441221479849574.0,1613427750000.0,False,0.00036328468582806357,31.80 分钟,1908.0
Se84,Se84,0.000517,Kr84,Kr-84,1.3891274052563914e+18,0.0,True,0.0,稳定,inf
Br72,Br72,5.68e-08,Br72,Br72,20100386109.548744,177258600.0,False,0.008818666419337727,1.31 分钟,78.6
Br72,Br72,5.68e-08,Se72,Se-72,104268285592045.5,99582876.129775,False,9.5506390619481e-07,8.40 天,725760.0
Br72,Br72,5.68e-08,As72,As-72,11900155790213.873,88125634.9808852,False,7.4054185957259116e-06,1.08 天,93600.0
Br72,Br72,5.68e-08,Ge72,Ge-72,0.0,0.0,True,0.0,稳定,inf
Br74,Br74,4.06e-09,Br74,Br74,27857652633.60263,12670244.999999998,False,0.00045482098461938666,25.40 分钟,1524.0
Br74,Br74,4.06e-09,Se74,Se-74,10919234027366.395,0.0,True,0.0,稳定,inf
Br77,Br77,1.22e-08,Br77,Br77,10668023302431.271,36012880.14113909,False,3.3757781662261325e-06,2.38 天,205329.6
Br77,Br77,1.22e-08,Se77,Se-77,22227178297568.727,0.0,True,0.0,稳定,inf
Br78,Br78,9.34e-08,Br78,Br78,162991202083.13315,291478050.0,False,0.0017883054194013034,6.46 分钟,387.6
Br78,Br78,9.34e-08,Se78,Se-78,251648876593517.06,0.0,True,0.0,稳定,inf
Br78,Br78,9.34e-08,Kr78,Kr-78,25167404399.791687,0.0,True,0.0,稳定,inf
Br79,Br79,9.05e-07,Br79,Br79,2440176840000000.0,0.0,True,0.0,稳定,inf
Br80,Br80,3.34e-06,Br80,Br80,15951939579510.064,10423305000.0,False,0.0006534192878581686,17.68 分钟,1060.8
Br80,Br80,3.34e-06,Kr80,Kr-80,8243631543245591.0,0.0,True,0.0,稳定,inf
Br80,Br80,3.34e-06,Se80,Se-80,746152037174900.8,0.0,True,0.0,稳定,inf
Br81,Br81,1.85e-05,Br81,Br81,4.9882068e+16,0.0,True,0.0,稳定,inf
Br82,Br82,4.85e-05,Br82,Br82,2.7500103671757884e+16,149997004447.47543,False,5.454415962857612e-06,1.47 天,127079.99999999999
Br82,Br82,4.85e-05,Kr82,Kr-82,1.0327180432824211e+17,0.0,True,0.0,稳定,inf
Br83,Br83,0.000163,Br83,Br83,6340665825762393.0,508682250000.0,False,8.022536812036404e-05,2.40 小时,8640.0
Br83,Br83,0.000163,Kr83m,Kr-83m,4827263817721001.0,507893792512.49994,False,0.00010521359753490366,1.83 小时,6588.0
Br83,Br83,0.000163,Kr83,Kr-83,4.276621351193464e+17,0.0,True,0.0,稳定,inf
Br84,Br84,0.000254,Br84,Br84,2181954073272324.5,792670500000.0,False,0.00036328468582806357,31.80 分钟,1908.0
Br84,Br84,0.000254,Kr84,Kr-84,6.826853579267277e+17,0.0,True,0.0,稳定,inf
Br85,Br85,0.000535,Br85,Br85,419118227192840.5,1669601250000.0,False,0.003983604485976697,2.90 分钟,174.0
Br85,Br85,0.000535,Kr85m,Kr-85m,3.876207004303726e+16,1665911431237.4995,False,4.297787577876644e-05,4.48 小时,16128.000000000002
Br85,Br85,0.000535,Rb85,Rb-85,1.1005314306522179e+18,0.0,True,0.0,稳定,inf
Br85,Br85,0.000535,Kr85,Kr-85,2.993785930147723e+17,611365205.210526,False,2.0421139636405443e-09,10.76 年,339426296.91648
Kr74,Kr74,4.87e-08,Kr74,Kr74,151290469313.1488,151980525.0,False,0.0010045611312462974,11.50 分钟,690.0
Kr74,Kr74,4.87e-08,Br74,Br-74,334154601787.3025,151980524.99999997,False,0.00045482098461938666,25.40 分钟,1524.0
Kr74,Kr74,4.87e-08,Se74,Se-74,130825728528899.55,0.0,True,0.0,稳定,inf
Kr75,Kr75,1.22e-08,Kr75,Kr75,14138452964.755968,38073150.0,False,0.002692879489354877,4.29 分钟,257.4
Kr75,Kr75,1.22e-08,Br75,Br-75,318691935126.31757,38073150.0,False,0.00011946693908306538,1.61 小时,5802.0
Kr75,Kr75,1.22e-08,Se75,Se-75,31647202257439.062,2119660.7511188644,False,6.697782425998217e-08,119.78 天,10348905.6
Kr75,Kr75,1.22e-08,As75,As-75,0.0,0.0,True,0.0,稳定,inf
Kr80,Kr80,6.09e-08,Kr80,Kr80,164206375200000.0,0.0,True,0.0,稳定,inf
Kr81,Kr81,2.92e-07,Kr81,Kr81,787327743383961.5,75.51806287850094,False,9.591693359352706e-14,229151.96 年,7226536072320.0
Kr81,Kr81,2.92e-07,Br81,Br-81,32616038.625,0.0,True,0.0,稳定,inf
Kr82,Kr82,3.44e-06,Kr82,Kr82,9275368320000000.0,0.0,True,0.0,稳定,inf
Kr83,Kr83,1.09e-05,Kr83,Kr83,2.9389975200000004e+16,0.0,True,0.0,稳定,inf
Kr84,Kr84,6e-05,Kr84,Kr84,1.6177968e+17,0.0,True,0.0,稳定,inf
Kr85,Kr85,0.000126,Kr85,Kr85,3.394377902211897e+17,693170651.1979812,False,2.0421139636405443e-09,10.76 年,339426296.91648
Kr85,Kr85,0.000126,Rb85,Rb-85,299537778810304.0,0.0,True,0.0,稳定,inf
Kr86,Kr86,0.000392,Kr86,Kr86,1.056960576e+18,0.0,True,0.0,稳定,inf
Kr87,Kr87,0.000392,Kr87,Kr87,8079702564000633.0,1223334000000.0,False,0.00015140829632152584,1.27 小时,4578.0
Kr87,Kr87,0.000392,Rb87,Rb-87,1.0488206913638693e+18,0.46795293915417374,False,4.461705828339974e-19,49262667139.73 年,1.5535474709184e+18
Kr87,Kr87,0.000392,Sr87,Sr-87,-313173504000000.0,0.0,True,0.0,稳定,inf
Kr88,Kr88,0.000568,Kr88,Kr88,2.6145845748603864e+16,1772586000000.0,False,6.77960857355189e-05,2.84 小时,10224.0
Kr88,Kr88,0.000568,Rb88,Rb-88,2728128740670051.5,1772586000000.0002,False,0.0006497442637419809,17.78 分钟,1066.8000000000002
Kr88,Kr88,0.000568,Sr88,Sr-88,1.5026403295107261e+18,0.0,True,0.0,稳定,inf
Kr89,Kr89,0.000428,Kr89,Kr89,364199287077916.56,1335681000000.0,False,0.0036674453997880704,3.15 分钟,189.0
Kr89,Kr89,0.000428,Rb89,Rb-89,1751625142612836.8,1335680999999.9998,False,0.0007625381524311829,15.15 分钟,909.0
Kr89,Kr89,0.000428,Sr89,Sr-89,1.0765296869870296e+18,170918247439.21378,False,1.5876779758631315e-07,50.53 天,4365792.0
Kr89,Kr89,0.000428,Y89,Y-89,0.0,0.0,True,0.0,稳定,inf
Rb81,Rb81,4.06e-09,Rb81,Rb81,301125870357.5565,12670244.999999994,False,4.207624202116995e-05,4.58 小时,16473.6
Rb81,Rb81,4.06e-09,Kr81m,Kr-81m,229140544.3564508,12124284.142949997,False,0.05291199851602636,13.10 秒,13.1
Rb81,Rb81,4.06e-09,Kr81,Kr-81,10186797851614.232,0.9770864130639664,False,9.591693359352706e-14,229151.96 年,7226536072320.0
Rb81,Rb81,4.06e-09,Br81,Br-81,0.0,0.0,True,0.0,稳定,inf
Rb82,Rb82,1.22e-08,Rb82,Rb82,4195396415.882132,38073150.0,False,0.00907498272532005,1.27 分钟,76.38
Rb82,Rb82,1.22e-08,Kr82,Kr-82,32891006203584.117,0.0,True,0.0,稳定,inf
Rb83,Rb83,2.35e-07,Rb83,Rb83,608830565336319.9,56663174.277303495,False,9.306887252942464e-08,86.20 天,7447680.0
Rb83,Rb83,2.35e-07,Kr83m,Kr-83m,395871829513.9836,41651099.34589027,False,0.00010521359753490366,1.83 小时,6588.0
Rb83,Rb83,2.35e-07,Kr83,Kr-83,18033384044428.277,0.0,True,0.0,稳定,inf
Rb84,Rb84,1.35e-06,Rb84,Rb84,3280840073785387.0,803193782.9218032,False,2.4481345169473304e-07,32.77 天,2831328.0000000005
Rb84,Rb84,1.35e-06,Kr84,Kr-84,345553022618457.5,0.0,True,0.0,稳定,inf
Rb84,Rb84,1.35e-06,Sr84,Sr-84,13649703596155.297,0.0,True,0.0,稳定,inf
Rb85,Rb85,1.03e-05,Rb85,Rb85,2.77721784e+16,0.0,True,0.0,稳定,inf
Rb86,Rb86,4.06e-05,Rb86,Rb86,9.142350655191053e+16,39343871193.97884,False,4.303474311788651e-07,18.64 天,1610668.8
Rb86,Rb86,4.06e-05,Sr86,Sr-86,1.8046507877577056e+16,0.0,True,0.0,稳定,inf
Rb86,Rb86,4.06e-05,Kr86,Kr-86,938465332900.6523,0.0,True,0.0,稳定,inf
Rb87,Rb87,0.000169,Rb87,Rb87,4.556534861576773e+17,0.20329918148931367,False,4.461705828339974e-19,49262667139.73 年,1.5535474709184e+18
Rb87,Rb87,0.000169,Sr87,Sr-87,25945842322624.0,0.0,True,0.0,稳定,inf
Rb88,Rb88,0.000249,Rb88,Rb88,1195957845821906.2,777066750000.0,False,0.0006497442637419809,17.78 分钟,1066.8000000000002
Rb88,Rb88,0.000249,Sr88,Sr-88,6.70189714154178e+17,0.0,True,0.0,稳定,inf
Rb89,Rb89,0.000451,Rb89,Rb89,1845754531117732.5,1407458250000.0,False,0.0007625381524311829,15.15 分钟,909.0
Rb89,Rb89,0.000451,Sr89,Sr-89,1.1347152435260032e+18,180156240102.2405,False,1.5876779758631315e-07,50.53 天,4365792.0
Rb89,Rb89,0.000451,Y89,Y-89,7.948292994288045e+16,0.0,True,0.0,稳定,inf
Rb90,Rb90,0.000478,Rb90,Rb90,340030991411667.06,1491718499999.9998,False,0.004387007471898388,2.63 分钟,158.0
Rb90,Rb90,0.000478,Sr90,Sr-90,1.2880802811363758e+18,982725070.1860255,False,7.629377489724798e-10,28.81 年,908523901.8432001
Rb90,Rb90,0.000478,Y90,Y-90,210500427281087.28,632292328.2915126,False,3.0037579327437396e-06,2.67 天,230759.99999999997
Rb90,Rb90,0.000478,Zr90,Zr-90,0.0,0.0,True,0.0,稳定,inf
Sr79,Sr79,4.06e-09,Sr79,Sr79,2467705449.8270044,12670244.999999998,False,0.005134423559703298,2.25 分钟,135.0
Sr79,Sr79,4.06e-09,Rb79,Rb-79,25115757689.3504,12670244.999999996,False,0.0005044739305385337,22.90 分钟,1374.0
Sr79,Sr79,4.06e-09,Kr79,Kr-79,2285584540284.695,12559031.583188538,False,5.4948882274221945e-06,1.46 天,126144.0
Sr79,Sr79,4.06e-09,Br79,Br-79,0.0,0.0,True,0.0,稳定,inf
Sr83,Sr83,4.06e-09,Sr83,Sr83,2120172763911.401,12595493.277153607,False,5.940786284753895e-06,1.35 天,116675.99999999999
Sr83,Sr83,4.06e-09,Rb83,Rb-83,8532009998084.642,794064.5509315161,False,9.306887252942464e-08,86.20 天,7447680.0
Sr83,Sr83,4.06e-09,Kr83m,Kr-83m,5533191870.686298,582167.0225657889,False,0.00010521359753490366,1.83 小时,6588.0
Sr83,Sr83,4.06e-09,Kr83,Kr-83,0.0,0.0,True,0.0,稳定,inf
Sr84,Sr84,8.12e-09,Sr84,Sr84,21894183359999.996,0.0,True,0.0,稳定,inf
Sr85,Sr85,7.31e-08,Sr85,Sr85,186931968352893.75,23128756.90094871,False,1.2372820499747694e-07,64.84 天,5602176.0
Sr85,Sr85,7.31e-08,Rb85,Rb-85,10169608447106.25,0.0,True,0.0,稳定,inf
Sr86,Sr86,1.25e-06,Sr86,Sr86,3370410000000000.5,0.0,True,0.0,稳定,inf
Sr87,Sr87,6.81e-06,Sr87,Sr87,1.836199368e+16,0.0,True,0.0,稳定,inf
Sr88,Sr88,5.33e-05,Sr88,Sr88,1.437142824e+17,0.0,True,0.0,稳定,inf
Sr89,Sr89,0.000106,Sr89,Sr89,2.6707410726468173e+17,42402767802.74428,False,1.5876779758631315e-07,50.53 天,4365792.0
Sr89,Sr89,0.000106,Y89,Y-89,1.873666073531827e+16,0.0,True,0.0,稳定,inf
Sr90,Sr90,0.000271,Sr90,Sr90,7.304641085364934e+17,557298642.6720215,False,7.629377489724798e-10,28.81 年,908523901.8432001
Sr90,Sr90,0.000271,Y90,Y-90,119387579886504.62,358611390.1551652,False,3.0037579327437396e-06,2.67 天,230759.99999999997
Sr90,Sr90,0.000271,Zr90,Zr-90,121391883852029.42,0.0,True,0.0,稳定,inf
Sr91,Sr91,0.000347,Sr91,Sr91,5.416163513177007e+16,1082900215936.9708,False,1.999386121379789e-05,9.63 小时,34668.0
Sr91,Sr91,0.000347,Y91m,Y-91m,2714135675161402.0,630756886909.1697,False,0.00023239696256955185,49.71 分钟,2982.6
Sr91,Sr91,0.000347,Y91,Y-91,4.8328565933357485e+17,66265202405.27926,False,1.3711394312145624e-07,58.51 天,5055264.0
Sr91,Sr91,0.000347,Zr91,Zr-91,0.0,0.0,True,0.0,稳定,inf
Sr92,Sr92,0.000538,Sr92,Sr92,2.3195296651155532e+16,1678963499999.9998,False,7.238379078529086e-05,2.66 小时,9576.0
Sr92,Sr92,0.000538,Y92,Y-92,3.08689286259739e+16,1678963499999.9995,False,5.439008008160274e-05,3.54 小时,12744.0
Sr92,Sr92,0.000538,Zr92,Zr-92,1.3965602387228703e+18,0.0,True,0.0,稳定,inf
Sr93,Sr93,0.000432,Sr93,Sr93,866259431128237.6,1348164000000.0,False,0.001556305133952906,7.42 分钟,445.38
Sr93,Sr93,0.000432,Y93,Y-93,7.127997005116887e+16,1348163890836.1997,False,1.891364277886775e-05,10.18 小时,36648.0
Sr93,Sr93,0.000432,Zr93,Zr-93,1.0926674646440173e+18,15686.546794738248,False,1.4356194635893918e-14,1531015.25 年,48282096902400.0
Sr93,Sr93,0.000432,Nb93m,Nb-93m,0.0,0.0,False,1.3617469183457963e-09,16.14 年,509013217.6704
Sr93,Sr93,0.000432,Nb93,Nb-93,0.0,0.0,True,0.0,稳定,inf
Sr94,Sr94,0.000447,Sr94,Sr94,151543047812939.5,1394975250000.0,False,0.009205141840105515,1.25 分钟,75.3
Sr94,Sr94,0.000447,Y94,Y-94,2258051788129058.5,1394975250000.0,False,0.0006177782357931777,18.70 分钟,1122.0
Sr94,Sr94,0.000447,Zr94,Zr-94,1.2028490211640579e+18,0.0,True,0.0,稳定,inf
Y81,Y81,3.33e-07,Y81,Y81,105548097794.89955,1039209749.9999999,False,0.009845840632953767,1.17 分钟,70.4
Y81,Y81,3.33e-07,Sr81,Sr-81,2006013563204.1985,1039209749.9999998,False,0.0005180472201494359,22.30 分钟,1338.0
Y81,Y81,3.33e-07,Rb81,Rb-81,24662689396973.52,1037713287.9599998,False,4.207624202116995e-05,4.58 小时,16473.6
Y81,Y81,3.33e-07,Kr81m,Kr-81m,0.0,0.0,False,0.05291199851602636,13.10 秒,13.1
Y81,Y81,3.33e-07,Kr81,Kr-81,0.0,0.0,False,9.591693359352706e-14,229151.96 年,7226536072320.0
Y81,Y81,3.33e-07,Rb81m,Rb-81m,3956893237.9380903,1498748.30145,False,0.00037876895112565315,30.50 分钟,1830.0
Y83,Y83,2.44e-08,Y83,Y83,46666781813.73998,76146300.0,False,0.001631702402448082,7.08 分钟,424.8
Y83,Y83,2.44e-08,Sr83,Sr-83,12741648655021.873,75695411.57490686,False,5.940786284753895e-06,1.35 天,116675.99999999999
Y83,Y83,2.44e-08,Rb83,Rb-83,51232650951194.8,4768165.060721255,False,9.306887252942464e-08,86.20 天,7447680.0
Y83,Y83,2.44e-08,Kr83m,Kr-83m,0.0,0.0,False,0.00010521359753490366,1.83 小时,6588.0
Y83,Y83,2.44e-08,Kr83,Kr-83,0.0,0.0,True,0.0,稳定,inf
Y87,Y87,4.87e-08,Y87,Y87,55156703753689.94,133081710.16377865,False,2.412793026176362e-06,3.33 天,287280.0
Y87,Y87,4.87e-08,Sr87m,Sr-87m,1935587462396.3997,132390664.32674596,False,6.839818241167804e-05,2.81 小时,10134.0
Y87,Y87,4.87e-08,Sr87,Sr-87,73996225736761.94,0.0,True,0.0,稳定,inf
Y87,Y87,4.87e-08,Rb87,Rb-87,222634217047.8596,9.93328383790342e-08,False,4.461705828339974e-19,49262667139.73 年,1.5535474709184e+18
Y88,Y88,6.33e-07,Y88,Y88,1652493955324156.0,124305612.6418723,False,7.522303621224945e-08,106.65 天,9214560.0
Y88,Y88,6.33e-07,Sr88,Sr-88,54281668675844.0,0.0,True,0.0,稳定,inf
Y89,Y89,7.97e-06,Y89,Y89,2.148973416e+16,0.0,True,0.0,稳定,inf
Y90,Y90,2.62e-05,Y90,Y90,2.5189059455187904e+16,75661837156.87437,False,3.0037579327437396e-06,2.67 天,230759.99999999997
Y90,Y90,2.62e-05,Zr90,Zr-90,4.54547341448121e+16,0.0,True,0.0,稳定,inf
Y91,Y91,9.2e-05,Y91,Y91,2.3393209830800214e+17,32075352421.686314,False,1.3711394312145624e-07,58.51 天,5055264.0
Y91,Y91,9.2e-05,Zr91,Zr-91,1.4130077691997856e+16,0.0,True,0.0,稳定,inf
Y92,Y92,0.000181,Y92,Y92,1.03852715265823e+16,564855750000.0,False,5.439008008160274e-05,3.54 小时,12744.0
Y92,Y92,0.000181,Zr92,Zr-92,4.776500964734177e+17,0.0,True,0.0,稳定,inf
Y93,Y93,0.000355,Y93,Y93,5.857497544691133e+16,1107866161383.8303,False,1.891364277886775e-05,10.18 小时,36648.0
Y93,Y93,0.000355,Zr93,Zr-93,8.986214630050871e+17,12900.784626892777,False,1.4356194635893918e-14,1531015.25 年,48282096902400.0
Y93,Y93,0.000355,Nb93m,Nb-93m,5121104328.8664875,6.973648038361256,False,1.3617469183457963e-09,16.14 年,509013217.6704
Y93,Y93,0.000355,Nb93,Nb-93,0.0,0.0,True,0.0,稳定,inf
Y94,Y94,0.000429,Y94,Y94,2167123528204398.5,1338801750000.0,False,0.0006177782357931777,18.70 分钟,1122.0
Y94,Y94,0.000429,Zr94,Zr-94,1.1545575884717957e+18,0.0,True,0.0,稳定,inf
Y95,Y95,0.000518,Y95,Y95,1441291259661412.2,1616548500000.0,False,0.001121597379546837,10.30 分钟,618.0
Y95,Y95,0.000518,Zr95,Zr-95,1.3224635021740367e+18,165690781621.15497,False,1.2528949294159802e-07,64.03 天,5532364.8
Y95,Y95,0.000518,Nb95,Nb-95,6.744385224273974e+16,15463141589.63515,False,2.292742937337145e-07,34.99 天,3023222.4
Y95,Y95,0.000518,Mo95,Mo-95,0.0,0.0,True,0.0,稳定,inf
Y95,Y95,0.000518,Nb95m,Nb-95m,452988815019199.2,1006681286.4078323,False,2.2223093662150703e-06,3.61 天,311904.0
Zr85,Zr85,4.06e-09,Zr85,Zr85,8620517704.729004,12670244.999999998,False,0.0014697777365562876,7.86 分钟,471.6
Zr85,Zr85,4.06e-09,Y85m,Y-85m,309711682252.83887,12269991.960449982,False,3.9617465738451376e-05,4.86 小时,17496.0
Zr85,Zr85,4.06e-09,Sr85,Sr-85,9376879590260.717,1160184.4801804356,False,1.2372820499747694e-07,64.84 天,5602176.0
Zr85,Zr85,4.06e-09,Rb85,Rb-85,0.0,0.0,True,0.0,稳定,inf
Zr85,Zr85,4.06e-09,Sr85m,Sr-85m,2873080079.657885,490775.13843407907,False,0.00017081846827343518,1.13 小时,4057.7999999999997
Zr85,Zr85,4.06e-09,Y85,Y-85,5570818072.738212,400227.69905999996,False,7.184361324211705e-05,2.68 小时,9648.0
Zr89,Zr89,4.87e-08,Zr89,Zr89,54475182935871.05,133767374.70591286,False,2.45556540605629e-06,3.27 天,282276.0
Zr89,Zr89,4.87e-08,Y89,Y-89,76835990664128.95,0.0,True,0.0,稳定,inf
Zr90,Zr90,7.71e-07,Zr90,Zr90,2078868888000000.0,0.0,True,0.0,稳定,inf
Zr91,Zr91,3.8e-06,Zr91,Zr91,1.02460464e+16,0.0,True,0.0,稳定,inf
Zr92,Zr92,2.14e-05,Zr92,Zr92,5.770141919999999e+16,0.0,True,0.0,稳定,inf
Zr93,Zr93,5.88e-05,Zr93,Zr93,1.5854408603062166e+17,2276.0897574255146,False,1.4356194635893918e-14,1531015.25 年,48282096902400.0
Zr93,Zr93,5.88e-05,Nb93m,Nb-93m,958319443.2437619,1.304988548628052,False,1.3617469183457963e-09,16.14 年,509013217.6704
Zr93,Zr93,5.88e-05,Nb93,Nb-93,-1397754667.9687498,0.0,True,0.0,稳定,inf
Zr94,Zr94,0.000175,Zr94,Zr94,4.718574e+17,0.0,True,0.0,稳定,inf
Zr95,Zr95,0.000275,Zr95,Zr95,7.027667821054173e+17,88049293786.18625,False,1.2528949294159802e-07,64.03 天,5532364.8
Zr95,Zr95,0.000275,Nb95,Nb-95,3.5875394466311948e+16,8225305728.682081,False,2.292742937337145e-07,34.99 天,3023222.4
Zr95,Zr95,0.000275,Mo95,Mo-95,1.6248571427954428e+16,0.0,True,0.0,稳定,inf
Zr95,Zr95,0.000275,Nb95m,Nb-95m,240857011366229.38,535258792.2777412,False,2.2223093662150703e-06,3.61 天,311904.0
Zr97,Zr97,0.000433,Zr97,Zr97,1.175065548864027e+17,1351219296079.8975,False,1.149909719833216e-05,16.74 小时,60278.4
Zr97,Zr97,0.000433,Nb97,Nb-97,8433061471722471.0,1351214235463.0452,False,0.00016022819707811958,1.20 小时,4326.0
Zr97,Zr97,0.000433,Mo97,Mo-97,1.0415704076418748e+18,0.0,True,0.0,稳定,inf
Nb87,Nb87,1.25e-06,Nb87,Nb87,1266269216865.2532,3900937500.0000005,False,0.003080654135821979,3.75 分钟,225.0
Nb87,Nb87,1.25e-06,Zr87,Zr-87,34037316549338.004,3900937500.0000005,False,0.0001146076687433772,1.68 小时,6048.0
Nb87,Nb87,1.25e-06,Y87m,Y-87m,270077280078411.9,3889373082.765102,False,1.440096361173326e-05,13.37 小时,48132.0
Nb87,Nb87,1.25e-06,Y87,Y-87,0.0,0.0,False,2.412793026176362e-06,3.33 天,287280.0
Nb87,Nb87,1.25e-06,Sr87,Sr-87,0.0,0.0,True,0.0,稳定,inf
Nb88,Nb88,1.38e-07,Nb88,Nb88,540545003295.4392,430663500.0,False,0.0007967208971953394,14.50 分钟,870.0
Nb88,Nb88,1.38e-07,Zr88,Zr-88,356552829914697.06,34298059.993122436,False,9.619348695487293e-08,83.40 天,7205760.000000001
Nb88,Nb88,1.38e-07,Y88,Y-88,14678421312700.621,1104155.4179439328,False,7.522303621224945e-08,106.65 天,9214560.0
Nb88,Nb88,1.38e-07,Sr88,Sr-88,0.0,0.0,True,0.0,稳定,inf
Nb89,Nb89,8.53e-08,Nb89,Nb89,2806603664936.58,266199975.0,False,9.484772585658803e-05,2.03 小时,7307.999999999999
Nb89,Nb89,8.53e-08,Zr89,Zr-89,93902723397912.62,230584279.1103868,False,2.45556540605629e-06,3.27 天,282276.0
Nb89,Nb89,8.53e-08,Y89,Y-89,224305576034655.1,0.0,True,0.0,稳定,inf
Nb89,Nb89,8.53e-08,Zr89m,Zr-89m,1177224100.491445,3268403.29305,False,0.0027763645780659514,4.16 分钟,249.65999999999997
Nb90,Nb90,2.03e-08,Nb90,Nb90,4803745848637.428,63350511.6268945,False,1.3187731745813266e-05,14.60 小时,52560.0
Nb90,Nb90,2.03e-08,Zr90,Zr-90,49931712551362.57,0.0,True,0.0,稳定,inf
Nb91,Nb91,2.84e-08,Nb91,Nb91,76574646655347.86,2473.4711960076984,False,3.2301437930761316e-11,680.45 年,21458709734.4
Nb91,Nb91,2.84e-08,Zr91,Zr-91,1068544652.140625,0.0,True,0.0,稳定,inf
Nb92,Nb92,2.27e-07,Nb92,Nb92,612066462057599.0,0.38743591489581736,False,6.329964781820661e-16,34723025.59 年,1095025334976000.1
Nb92,Nb92,2.27e-07,Zr92,Zr-92,-6057599.0,0.0,True,0.0,稳定,inf
